Depthm,T_degC,Salnty,O2ml_L
10,18.12,NA,5.23
20,18.23,NA,5.29
25,18.29,NA,5.32
30,18.28,NA,5.32
50,18.26,NA,5.37
75,15.56,NA,5.73
80,15,NA,5.79
100,14.59,NA,5.64
105,14.56,NA,5.58
125,13.56,NA,5.36
150,12.13,NA,5.09
160,11.5,NA,4.98
200,9.87,NA,4.7
214,9.4,NA,4.6
250,8.53,NA,4.13
300,7.65,NA,3.39
317,7.44,NA,3.11
400,6.31,NA,2
425,6.04,NA,1.71
500,5.49,NA,1.09
600,5,NA,0.55
631,4.9,NA,0.46
700,4.61,NA,0.49
800,4.24,NA,0.53
900,3.93,NA,0.57
940,3.83,NA,0.59
1000,3.7,NA,0.65
1100,3.49,NA,0.76
1200,3.27,NA,0.86
1205,3.26,NA,0.87
0,18.09,33.49,5.58
10,18.04,33.53,5.47
20,18.08,33.53,5.5
25,18.09,33.53,5.52
30,18.01,33.54,5.54
50,NA,33.36,5.65
75,16.04,33.578,5.83
79,15.76,33.58,5.85
100,14.15,33.534,5.88
103,13.92,33.53,5.88
125,12.69,33.582,5.58
150,11.52,33.674,5.12
158,11.19,33.71,4.95
200,9.23,33.839,4.4
211,8.79,33.87,4.27
250,7.93,33.934,3.82
300,7.29,33.956,3.23
314,7.2,33.97,3.06
400,6.16,34.011,1.81
420,5.96,34.02,1.54
500,5.38,34.098,0.9
600,4.88,34.205,0.45
623,4.8,34.23,0.41
700,4.53,34.3,0.45
800,4.23,34.377,0.5
900,3.99,34.436,0.55
930,3.93,34.45,0.56
1000,3.76,34.46,0.63
1100,3.52,34.475,0.72
1197,3.28,34.49,0.81
0,17.67,33.4,5.47
10,17.47,33.37,5.47
20,17.39,NA,5.46
25,17.33,33.39,5.46
30,16.97,NA,5.46
50,NA,33.37,5.55
75,13.74,NA,5.88
80,13.38,33.3,5.93
100,13.36,NA,5.75
105,13.36,33.6,5.68
125,12.74,NA,5.48
150,11.67,NA,5.18
159,11.2,33.53,5.06
200,9.34,NA,4.3
213,8.8,33.71,4.04
250,8.05,NA,3.4
300,7.48,NA,2.67
316,7.4,34.04,2.47
400,6.27,NA,1.86
424,5.98,34.05,1.74
500,5.48,NA,1.21
600,5.08,NA,0.64
630,5.01,34.25,0.5
700,4.71,NA,0.51
800,4.32,NA,0.53
900,3.99,NA,0.55
938,3.87,34.46,0.56
1000,3.74,NA,0.66
1100,3.53,NA,0.81
1200,3.33,NA,0.97
1203,3.32,34.4,0.97
0,16.78,33.2,5.63
10,16.42,33.12,5.53
20,16.42,33.135,5.46
25,16.42,33.15,5.44
30,16.2,33.139,5.45
50,NA,33.13,5.57
75,13.09,33.087,5.7
79,12.72,33.08,5.71
100,11.29,33.155,5.57
104,11.05,NA,5.53
125,10.32,33.282,5.25
150,9.76,33.443,4.85
158,9.66,33.5,4.71
200,8.73,33.815,4.02
211,8.51,33.89,3.85
250,7.86,34.003,3.48
300,7.16,34.021,3.04
313,7,34.04,2.93
400,5.93,34.048,1.64
419,5.74,34.05,1.36
500,5.25,34.125,0.77
600,4.88,34.233,0.42
623,4.84,34.26,0.4
700,4.59,34.316,0.42
800,4.29,34.376,0.45
900,4.04,34.42,0.47
929,3.97,34.43,0.48
1000,3.79,34.446,0.58
1100,3.54,34.468,0.73
1192,3.31,34.49,0.86
0,15.32,33.37,5.87
9,15.2,33.4,5.9
10,15.15,33.403,5.92
20,14.61,33.426,6.1
23,14.41,33.43,6.15
30,14.15,33.411,6.05
47,13.27,33.87,5.79
50,12.88,33.37,5.61
75,9.78,33.331,4.19
76,9.66,33.33,4.14
100,9.04,33.33,3.96
125,8.79,33.628,3.12
150,8.68,33.95,2.25
153,8.67,33.99,2.14
200,8.18,33.982,1.92
205,8.12,33.98,1.9
250,7.5,33.98,1.69
300,6.85,33.98,1.41
305,6.79,33.98,1.38
400,6.16,34.097,0.65
409,6.12,34.11,0.59
500,5.53,34.202,0.47
600,4.94,34.284,0.33
608,4.9,34.29,0.32
700,4.52,34.297,0.37
800,4.19,34.306,0.47
900,3.93,34.317,0.62
907,3.91,34.34,0.63
1000,3.71,34.328,0.71
1100,3.49,34.341,0.8
1167,3.34,34.35,0.86
0,14.96,33.34,5.33
8,14.96,33.33,4.78
10,14.87,33.347,5.25
20,14.24,33.448,5.18
21,14.16,33.46,5.17
30,13.66,33.46,4.95
42,12.89,33.46,4.58
50,12.12,33.46,4.31
67,10.48,33.46,3.76
75,9.94,33.507,3.54
88,9.26,33.6,3.24
100,8.9,33.68,3.12
125,8.48,33.826,2.93
134,8.43,33.87,2.89
150,8.24,33.935,2.63
179,7.96,34.02,2.12
200,7.77,34.056,1.84
250,7.28,34.079,1.35
263,7.14,34.09,1.27
300,6.57,34.072,1.24
351,5.8,34.05,1.21
400,5.62,34.111,1
500,5.24,34.218,0.52
524,5.15,34.24,0.4
600,4.88,34.306,0.4
700,4.54,34.378,0.4
797,4.24,34.43,0.4
800,4.23,34.431,0.4
900,4,34.444,0.51
1000,3.78,34.458,0.62
1100,3.55,34.473,0.73
1142,3.45,34.48,0.78
0,15.53,NA,5.48
9,15.55,NA,5.51
10,15.55,NA,5.51
20,15.56,NA,5.54
23,15.56,NA,5.55
30,15.2,NA,5.52
46,13.89,NA,5.45
50,13.45,NA,5.31
74,10.86,NA,4.25
75,10.78,NA,4.2
97,9.4,NA,3.3
100,9.36,NA,3.22
125,9.02,NA,2.67
148,8.71,NA,2.36
150,8.69,NA,2.33
199,8.38,NA,1.69
200,8.37,NA,1.68
250,8.09,NA,1.27
298,7.8,NA,1.03
300,7.79,NA,1.02
400,7.04,NA,0.86
401,7.03,NA,0.86
500,6.22,NA,0.61
599,5.48,NA,0.38
600,5.47,NA,0.38
700,4.98,NA,0.41
800,4.58,NA,0.45
900,4.27,NA,0.48
901,4.27,NA,0.48
1000,4.01,NA,0.58
1100,3.75,NA,0.68
1200,3.49,NA,0.78
1265,3.32,NA,0.85
0,14.74,33.46,5.91
8,14.76,33.45,6.1
10,14.72,33.449,6.08
20,14.54,33.441,5.96
22,14.5,33.44,5.94
30,13.79,33.433,5.66
45,12.1,33.45,4.99
50,11.57,33.466,4.74
72,9.7,33.58,3.77
75,9.59,33.597,3.71
95,9.16,33.71,3.41
100,9.08,33.738,3.33
125,8.71,33.868,2.94
146,8.48,33.96,2.63
150,8.43,33.974,2.57
196,7.87,34.09,2.02
200,7.81,34.093,1.99
250,7.14,34.101,1.67
292,6.64,34.11,1.47
300,6.59,34.117,1.4
394,6.18,34.21,0.69
400,6.15,34.215,0.68
500,5.73,34.289,0.5
587,5.38,34.34,0.35
600,5.33,34.346,0.36
700,4.92,34.39,0.4
800,4.53,34.426,0.45
881,4.23,34.45,0.49
900,4.17,34.454,0.52
1000,3.88,34.478,0.66
1100,3.58,34.503,0.81
1200,3.29,34.53,0.96
1237,3.18,34.54,1.01
0,17.09,33.57,5.45
10,17.1,33.57,5.39
20,16.12,33.36,5.64
24,15.55,33.26,5.73
30,14.43,33.151,5.64
48,11.24,33.04,5.04
50,11.16,33.07,4.97
75,10.2,33.349,4.1
78,10.09,33.37,4
100,9.34,33.66,3.34
104,9.22,33.71,3.23
125,8.95,33.875,2.81
150,8.78,33.995,2.42
161,8.76,34.02,2.29
200,8.28,34.067,1.85
216,8.08,34.07,NA
250,7.79,34.112,1.38
300,7.41,34.172,1.01
400,6.83,34.28,0.61
421,6.74,34.3,0.58
500,6.27,34.334,0.49
600,5.71,34.357,0.38
626,5.58,34.36,0.35
700,5.29,34.375,0.38
800,4.89,34.397,0.41
900,4.5,34.421,0.45
935,4.36,34.43,0.46
0,13.54,33.07,5.55
10,13.54,33.07,4.89
20,13.52,33.056,5.62
24,13.5,33.05,5.63
30,13.45,33.052,5.66
50,13.27,33.059,5.71
53,13.24,33.06,5.71
75,12.28,33.123,5.58
77,12.16,33.13,5.56
100,10.55,33.173,5.06
105,10.2,33.19,4.92
125,9.48,33.365,4.35
150,8.96,33.606,3.6
167,8.85,33.78,3.06
200,8.6,33.985,2.1
203,8.58,34,2.02
250,8.16,34.11,1.76
300,7.69,34.093,1.48
338,7.33,34.13,1.27
400,6.82,34.173,0.96
456,6.37,34.2,0.74
500,5.96,34.2,0.69
599,5.17,34.2,0.64
600,5.17,34.201,0.64
700,4.89,34.304,0.39
724,4.85,34.33,0.34
800,4.55,34.367,0.39
836,4.41,34.38,0.44
900,4.23,34.408,0.5
1000,3.97,34.446,0.6
1072,3.82,34.47,0.67
1100,3.75,34.475,0.7
1200,3.51,34.494,0.79
1281,3.31,34.51,0.87
0,13.46,32.99,5.39
10,13.47,32.99,5.74
20,13.47,32.99,5.67
25,13.47,32.99,5.63
30,13.47,32.988,5.66
49,13.48,32.98,5.74
50,13.48,32.98,5.72
74,13.47,32.98,5.26
75,13.44,32.986,5.26
98,12.4,33.15,5.24
100,12.31,33.164,5.21
125,11.18,33.333,4.76
150,10.15,33.493,4.27
200,8.4,33.771,3.14
215,7.96,33.84,2.76
250,7.42,33.845,2.48
300,6.91,33.904,2.21
343,6.72,34,2.09
400,6.28,34.037,1.7
456,5.91,34.07,1.31
500,5.68,34.108,1.02
570,5.4,34.18,0.61
600,5.31,34.22,0.47
677,5.08,34.31,0.25
700,4.97,34.32,0.27
789,4.53,34.34,0.33
800,4.49,34.346,0.34
900,4.16,34.399,0.48
998,3.91,34.45,0.62
1000,3.9,34.45,0.62
1100,3.64,34.469,0.7
1200,3.38,34.489,0.79
1203,3.37,34.49,0.79
0,12.37,32.99,6.45
8,12.32,33.01,5.76
10,12.17,32.998,6.49
19,11.4,32.95,6.52
20,11.39,32.964,6.5
30,11.34,33.079,6.3
39,11.29,33.15,6.11
50,11.25,33.144,6.12
58,11.18,33.13,6.12
75,10.73,33.208,6.48
77,10.66,33.22,6.51
100,9.36,33.318,5.18
113,8.66,33.39,4.35
125,8.45,33.549,4.58
144,8.31,33.15,4.87
150,8.24,33.8,4.46
176,7.92,33.95,2.56
200,7.64,33.888,2.64
211,7.52,33.86,2.67
250,7.07,33.871,2.44
286,6.65,33.93,2.08
300,6.45,33.95,1.96
358,5.84,34.04,1.44
400,5.97,34.103,0.97
434,6.1,34.14,0.64
500,5.61,34.132,0.49
506,5.55,34.13,0.48
582,4.86,34.14,0.41
600,4.77,34.165,0.41
700,4.42,34.308,0.43
735,4.36,34.36,0.44
800,4.21,34.352,0.51
900,3.97,34.341,0.62
913,3.94,34.34,0.63
0,11.43,33.39,5.42
10,11.3,33.39,5.68
20,11.29,33.397,5.6
25,11.29,33.4,5.52
30,11.29,33.402,5.54
50,11.27,33.48,5.6
74,8.84,33.28,4.46
75,8.83,33.288,4.4
98,8.52,33.46,3.16
100,8.49,33.48,3.15
125,8.05,33.711,3.02
150,7.62,33.903,2.89
151,7.6,33.91,2.88
199,7.03,33.95,2.45
200,7.02,33.951,2.44
247,6.5,33.98,2.01
250,6.46,33.98,1.99
296,5.93,33.98,1.7
300,5.94,33.987,1.65
398,6.1,34.13,0.57
400,6.1,34.132,0.57
498,5.71,34.2,0.36
500,5.7,34.2,0.36
600,5.22,34.2,0.47
602,5.21,34.2,0.47
700,4.74,34.2,0.36
701,4.74,34.2,0.36
800,4.31,34.266,0.39
805,4.29,34.27,0.39
900,4.02,34.29,0.47
1000,3.8,34.309,0.59
1004,3.79,34.31,0.6
1100,3.54,34.384,0.75
1200,3.28,34.463,0.9
1209,3.26,34.47,0.91
0,11.42,33.49,6.33
10,11.27,33.48,6.21
20,11.2,33.48,5.95
25,11.19,33.48,5.82
30,11.19,33.482,5.82
50,11.2,33.49,5.84
74,9.59,33.57,3.43
75,9.55,33.575,3.42
98,8.95,33.69,3.26
100,8.91,33.701,3.23
125,8.5,33.821,2.91
150,8.17,33.907,2.6
151,8.16,33.91,2.59
199,7.34,33.91,2.48
200,7.33,33.912,2.46
247,7.01,34.02,1.7
250,6.97,34.019,1.68
295,6.37,33.98,1.44
300,6.32,33.983,1.42
398,5.57,34.11,1.03
400,5.56,34.113,1.02
496,5.18,34.22,0.57
500,5.18,34.223,0.56
600,5.09,34.27,0.39
601,5.09,34.27,0.39
700,4.74,34.29,0.38
800,4.36,34.372,0.43
810,4.32,34.38,0.44
0,11.42,33.48,NA
10,11.37,33.49,NA
20,11.32,33.49,NA
25,11.29,33.49,NA
30,11.26,33.496,NA
49,10.96,33.48,NA
50,10.92,33.486,NA
73,10.04,33.66,NA
75,10,33.67,NA
100,9.52,33.772,NA
125,9.21,33.836,NA
149,9.06,33.86,NA
150,9.05,33.861,NA
197,8.44,33.93,NA
200,8.41,33.949,NA
245,7.99,34.2,NA
250,7.93,34.191,NA
294,7.42,34.11,NA
300,7.33,34.096,NA
398,6.14,33.96,NA
400,6.14,33.963,NA
497,5.99,34.13,NA
500,5.98,34.135,NA
600,5.56,34.308,NA
601,5.56,34.31,NA
0,11.35,33.49,5.59
10,11.35,33.4,5.57
20,11.32,33.447,5.42
25,11.29,33.49,5.32
30,11.27,33.505,5.24
49,11.1,33.55,4.82
50,11.09,33.553,4.78
73,10.67,33.66,3.81
75,10.62,33.676,3.74
97,10.09,33.84,3.14
100,10.04,33.84,3.08
125,9.65,33.84,2.67
150,9.36,33.84,2.41
197,8.79,34.02,2.03
200,8.75,34.014,2.01
245,8.11,33.93,1.74
0,11.78,33.41,5.23
9,11.77,33.41,3.78
10,11.77,33.411,5.01
20,11.79,33.418,4.8
23,11.79,33.42,4.73
30,11.77,33.423,4.66
48,11.71,33.43,4.44
50,11.61,33.433,4.39
72,10.27,33.51,3.75
75,10.12,33.53,3.64
96,9.27,33.68,2.9
100,9.16,33.703,2.82
125,8.63,33.828,2.44
148,8.36,33.91,2.3
150,8.34,33.916,2.29
196,7.85,34.02,1.99
200,7.81,34.027,1.95
243,7.32,34.07,1.61
250,7.21,34.067,1.62
291,6.58,34.04,1.66
300,6.46,34.041,1.63
390,5.53,34.1,1.11
400,5.48,34.108,1.05
485,5.21,34.18,0.6
500,5.17,34.198,0.55
584,5.01,34.29,0.37
600,4.99,34.3,0.35
679,4.86,34.34,0.3
700,4.78,34.353,0.31
781,4.43,34.4,NA
800,4.37,34.407,0.38
900,4.1,34.436,0.49
977,3.93,34.45,0.6
1000,3.87,34.454,0.62
1100,3.6,34.474,0.68
1181,3.39,34.49,0.74
0,11.82,33.44,5.21
9,11.82,33.42,5.36
10,11.82,33.42,5.35
20,11.81,33.426,5.28
23,11.8,33.43,5.26
30,11.78,33.43,5.2
46,11.72,33.43,5.05
50,11.46,33.437,4.78
67,10.27,33.49,3.64
75,10.05,33.52,3.59
89,9.82,33.58,3.5
100,9.49,33.659,3.3
125,8.77,33.839,2.8
135,8.49,33.91,2.59
150,8.26,33.963,2.43
178,7.94,34.02,2.19
200,7.65,34.053,1.92
221,7.36,34.07,1.72
250,6.88,34.07,1.75
265,6.64,34.07,1.76
300,6.23,34.072,1.62
359,5.73,34.08,1.26
400,5.44,34.085,1.07
450,5.19,34.11,0.85
500,5.09,34.192,0.59
545,5.06,34.27,0.4
600,5.04,34.311,0.39
636,5,34.33,0.39
700,4.78,34.378,0.37
731,4.65,34.4,0.36
800,4.43,34.442,0.41
900,4.14,34.484,0.51
920,4.09,34.49,0.54
1000,3.88,34.489,0.61
1100,3.61,34.49,0.7
1121,3.55,34.49,0.72
0,11.89,33.4,5.78
8,11.88,33.31,5.76
10,11.86,33.315,5.76
20,11.76,33.38,5.79
21,11.75,33.39,5.79
30,11.7,33.394,5.85
46,11.6,33.4,5.96
50,11.26,33.424,5.56
66,9.85,33.55,3.88
75,9.56,33.596,3.75
90,9.34,33.66,3.54
100,9.12,33.726,3.35
125,8.61,33.874,2.92
132,8.47,33.91,2.82
150,8.17,33.918,2.78
175,7.82,33.93,2.72
200,7.57,33.939,2.62
219,7.41,33.95,2.48
250,7.15,33.998,2.04
264,7.02,34.02,1.84
300,6.51,34.022,1.81
359,5.7,34,1.77
400,5.42,33.998,1.46
452,5.23,34.02,1
500,5.14,34.108,0.72
547,5.1,34.2,NA
600,5.03,34.239,0.39
642,4.95,34.27,0.35
700,4.78,34.384,0.39
735,4.66,34.45,0.44
800,4.44,34.425,0.48
900,4.11,34.389,0.54
928,4.02,34.38,0.56
1000,3.84,34.372,0.63
1100,3.6,34.362,0.72
1124,3.54,34.36,0.74
0,11.81,33.39,5.84
8,11.82,33.39,5.82
10,11.82,33.397,5.82
20,11.82,33.435,5.82
26,11.82,33.46,5.82
30,11.79,33.446,5.76
50,11.64,33.377,5.45
52,11.62,33.37,5.42
75,9.69,33.581,3.61
78,9.44,33.62,3.38
100,9.23,33.79,3.08
104,9.19,33.8,3.02
125,8.84,33.879,3.06
150,8.4,33.953,3.13
156,8.29,33.93,3.15
200,7.72,34.033,2.52
206,7.66,33.93,2.41
250,7.3,34.026,1.76
255,7.25,34.02,1.7
300,6.32,34.019,1.58
304,6.23,34.09,1.58
399,5.42,34.02,1
400,5.42,34.021,0.99
500,5.18,34.129,0.49
501,5.18,34.13,0.49
600,5.07,34.27,0.39
700,4.76,34.377,0.3
704,4.74,34.38,0.3
800,4.38,34.363,0.45
807,4.35,34.36,0.46
900,4.09,34.356,0.53
1000,3.85,34.376,0.59
1012,3.82,34.38,0.6
1100,3.6,34.447,0.7
1200,3.34,34.524,0.82
1221,3.29,34.54,0.84
0,11.76,33.41,6.08
8,11.76,33.42,5.94
10,11.74,33.423,5.95
20,11.65,33.435,6.02
25,11.59,33.44,6.08
30,11.58,33.44,6.06
50,11.52,33.44,5.98
51,11.52,33.44,5.98
75,9.86,33.574,3.72
77,9.71,33.59,3.53
100,9.22,33.766,3.13
102,9.2,33.78,3.09
125,8.81,33.865,3.12
150,8.42,33.918,3.18
152,8.39,33.92,3.19
200,7.58,34.04,2.27
249,7.11,34.07,1.6
250,7.09,34.069,1.6
298,6.15,34.04,1.67
300,6.13,34.039,1.67
394,5.58,34.05,1.21
400,5.55,34.058,1.17
496,5.17,34.22,0.54
500,5.16,34.226,0.54
596,5.03,34.33,NA
600,5.02,34.332,0.45
700,4.7,34.37,0.37
701,4.7,34.37,0.37
800,4.35,34.409,0.44
802,4.34,34.41,0.44
900,4.07,34.442,0.49
1000,3.83,34.469,0.55
1006,3.82,34.47,0.55
1100,3.58,34.488,0.67
1200,3.32,34.508,0.8
1211,3.29,34.51,0.81
0,11.86,33.4,4.66
8,11.85,33.42,5.26
10,11.85,33.418,5.27
20,11.82,33.407,5.31
25,11.8,33.4,4.55
30,11.77,33.404,5.35
50,11.66,33.42,5.43
75,10.13,33.49,4.01
99,9.33,33.66,3.3
100,9.3,33.666,3.28
125,8.68,33.799,2.89
145,8.31,NA,NA
150,8.23,33.904,2.59
190,7.76,34.01,2.3
200,7.68,34.033,2.15
237,7.38,34.08,1.7
250,7.21,34.072,1.69
284,6.74,34.04,1.66
300,6.5,34.037,1.61
375,5.58,34.07,1.27
400,5.45,34.096,1.09
472,5.26,34.18,0.61
500,5.16,34.209,0.52
564,4.98,34.27,0.42
600,4.95,34.302,0.37
661,4.91,34.35,0.33
700,4.81,34.373,0.34
754,4.65,34.4,0.38
800,4.49,34.42,0.42
900,4.14,34.457,0.53
945,3.99,34.47,0.58
1000,3.86,34.48,0.63
1100,3.62,34.499,0.74
1155,3.49,34.51,0.79
0,11.72,33.49,5.59
8,11.71,33.39,5.79
10,11.71,33.381,5.78
20,11.67,33.335,5.67
25,11.64,33.31,5.55
30,11.59,33.327,5.49
50,11.41,33.397,5.24
51,11.4,33.4,5.23
75,9.77,33.55,3.18
98,9.21,33.57,3.02
100,9.17,33.58,3.02
125,8.69,33.717,2.98
145,8.37,33.84,2.95
150,8.3,33.854,2.94
191,7.81,33.93,2.85
200,7.75,33.948,2.72
238,7.51,34,2.06
250,7.42,33.999,1.9
285,7.11,33.98,1.52
300,6.87,33.98,1.44
380,5.6,33.98,1.21
400,5.47,34.007,1.09
480,5.23,34.11,0.64
500,5.18,34.11,0.58
576,5.04,34.11,0.46
600,5.01,34.169,0.44
675,4.91,34.34,0.36
700,4.84,34.323,0.42
771,4.59,34.27,0.62
800,4.49,34.288,0.61
900,4.15,34.369,0.59
976,3.91,34.45,0.57
1000,3.84,34.446,0.59
1100,3.57,34.431,0.68
1180,3.35,34.42,0.75
0,11.47,33.49,5.67
8,11.42,NA,5.72
10,11.42,33.415,5.72
20,11.4,33.34,5.73
24,11.4,33.31,5.73
30,11.22,33.334,5.36
48,10.49,33.46,4.07
50,10.41,33.47,3.99
72,9.66,33.57,3.46
75,9.6,33.581,3.4
95,9.3,33.66,3.08
100,9.19,33.693,3.02
125,8.63,33.841,2.83
138,8.34,33.91,2.78
150,8.14,33.91,2.77
181,7.76,33.91,2.75
200,7.63,33.918,2.39
225,7.49,33.95,1.87
250,7.27,34.036,1.62
270,7.05,34.11,1.5
300,6.59,34.08,1.43
357,5.74,34.31,1.35
400,5.44,34.025,1.08
451,5.26,34.02,0.73
500,5.16,34.116,0.53
541,5.12,34.2,0.41
600,5.06,34.25,0.35
639,5.01,34.27,0.31
700,4.82,34.315,0.33
735,4.69,34.34,0.36
800,4.43,34.391,0.41
900,4.05,34.453,0.5
935,3.92,34.47,0.53
1000,3.78,34.463,0.56
1100,3.56,34.453,0.6
1138,3.48,34.45,0.62
0,11.61,33.42,6.23
7,11.6,33.42,5.85
10,11.6,33.42,5.86
20,11.6,33.42,5.93
24,11.6,33.42,5.98
30,11.42,33.431,5.6
48,10.64,33.5,4.18
50,10.55,33.514,4.07
72,9.61,33.68,3.31
75,9.52,33.701,3.31
95,9.06,33.82,3.29
100,8.95,33.84,3.26
125,8.46,33.92,3.1
140,8.21,33.95,2.98
150,8.07,33.969,2.95
184,7.69,34.02,2.77
200,7.58,34.045,2.52
229,7.38,34.08,2.03
250,7.17,34.088,1.81
275,6.89,34.09,1.62
300,6.51,34.081,1.51
365,5.62,34.08,1.31
400,5.44,34.119,1.08
459,5.31,34.2,0.7
500,5.21,34.243,0.54
549,5.11,34.29,0.41
600,5.05,34.34,0.37
648,4.97,34.38,0.33
700,4.78,34.404,0.34
748,4.59,34.42,0.35
800,4.43,34.436,0.39
900,4.14,34.461,0.48
952,4.01,34.47,0.54
1000,3.88,34.474,0.58
1100,3.62,34.484,0.66
1156,3.47,34.49,0.7
0,11.61,33.42,5.6
8,11.58,NA,5.79
10,11.58,33.42,5.78
20,11.55,33.42,5.74
24,11.54,NA,5.72
30,11.5,33.42,5.65
49,11.36,33.42,5.43
50,11.3,33.426,5.35
73,9.75,33.59,3.48
75,9.69,33.601,3.45
96,9.27,33.7,3.11
100,9.2,33.718,3.11
125,8.79,33.814,3.1
143,8.53,33.87,3.09
150,8.42,33.888,3.07
188,7.86,33.96,2.77
200,7.73,33.97,2.47
236,7.42,33.99,1.64
250,7.32,34.006,1.63
283,7.07,34.04,1.6
300,6.81,34.04,1.56
373,5.7,34.04,1.26
400,5.52,34.073,1.08
471,5.29,34.16,0.62
500,5.25,34.16,0.52
564,5.17,34.17,0.4
600,5.07,34.236,0.4
664,4.87,34.36,0.41
700,4.75,34.383,0.39
761,4.54,34.4,0.37
800,4.41,34.415,0.38
900,4.1,34.45,0.45
961,3.93,34.47,0.52
1000,3.83,34.481,0.59
1100,3.59,34.511,0.78
1161,3.44,34.53,0.89
0,11.61,33.4,5.29
10,11.63,33.37,5.23
20,11.62,33.37,5.16
29,11.62,33.37,5.02
30,11.57,33.375,4.97
50,10.49,33.501,3.99
59,9.93,33.57,3.53
75,9.51,33.614,3.27
89,9.3,33.64,3.17
100,9.14,33.68,3.03
118,8.9,33.75,2.85
125,8.8,33.778,2.87
150,8.46,33.869,2.93
177,8.08,33.95,2.95
200,7.73,33.985,2.47
234,7.26,34.02,1.73
250,7.12,34.046,1.67
291,6.74,34.09,1.52
300,6.59,34.085,1.51
346,5.8,34.04,1.42
400,5.55,33.993,1.09
454,5.3,33.95,0.73
500,5.21,34.058,0.55
569,5.11,34.25,0.39
600,5.05,34.288,0.38
680,4.84,34.34,0.35
700,4.75,34.35,0.36
797,4.32,34.38,0.44
800,4.31,34.38,0.44
900,4.03,34.38,0.6
910,4.01,34.38,0.62
1000,3.82,34.436,0.72
1100,3.62,34.498,0.81
1134,3.56,34.52,0.83
1200,3.43,34.51,0.86
1300,3.23,34.497,0.91
1349,3.13,34.49,0.94
0,16.19,33.6,5.3
10,16.19,33.6,5.28
20,16.18,33.6,5.26
22,16.18,33.6,5.26
30,16.19,33.6,5.27
49,16.2,33.6,5.3
50,16.16,33.601,5.31
72,14.95,33.58,5.51
75,14.72,33.553,5.5
98,13.02,33.35,5.35
100,12.94,33.344,5.34
125,12.03,33.356,5.17
147,11.45,33.36,4.99
150,11.3,33.367,4.96
194,9.32,33.55,4.47
200,9.18,33.592,4.41
241,8.51,33.85,4.02
250,8.35,33.879,3.92
287,7.74,33.95,3.48
300,7.55,33.959,3.36
384,6.42,33.97,2.55
400,6.21,33.979,2.32
477,5.35,34.04,1.29
500,5.2,34.063,1.11
576,4.83,34.14,0.73
600,4.72,34.16,0.65
673,4.44,34.22,0.48
700,4.35,34.246,0.44
768,4.15,34.31,0.37
800,4.06,34.334,0.39
900,3.82,34.398,0.45
969,3.67,34.43,0.49
1000,3.61,34.439,0.52
1100,3.43,34.469,0.6
1167,3.3,34.49,0.66
0,15.53,33.26,5.37
10,15.53,33.26,5.38
20,15.55,33.26,5.34
25,15.56,33.26,5.31
30,15.56,33.26,5.32
50,15.56,33.26,5.35
54,15.56,33.26,5.36
75,13.29,33.26,5.53
78,12.94,33.26,5.55
100,12.14,33.222,5.37
106,12.04,33.21,5.29
125,11.24,33.239,5.01
150,10.2,33.338,4.64
159,9.82,33.39,4.5
200,8.59,33.691,4.08
211,8.34,33.77,3.97
250,7.78,33.907,3.52
263,7.64,33.93,3.36
300,7.06,33.958,2.91
316,6.82,33.96,2.73
400,5.89,34.004,2.29
425,5.7,34.02,2.16
500,5.38,34.103,1.09
532,5.28,34.14,0.66
600,4.9,34.199,0.52
640,4.68,34.23,0.44
700,4.41,34.274,0.39
749,4.23,34.31,0.37
800,4.08,34.35,0.37
853,3.94,34.39,0.37
900,3.82,34.412,0.42
1000,3.59,34.458,0.55
1067,3.45,34.49,0.66
1100,3.39,NA,0.69
1200,3.21,NA,0.79
1272,3.08,34.37,0.86
0,14.97,33.28,5.34
10,14.95,33.21,5.29
20,14.97,33.21,5.27
25,14.99,33.21,5.26
30,14.99,33.211,5.25
49,14.96,32.99,5.23
50,14.96,33.215,5.24
73,14.99,33.22,5.42
75,14.86,33.204,5.41
98,12.97,33.06,5.31
100,12.82,33.062,5.28
125,11.16,33.16,4.85
150,9.92,33.369,4.18
152,9.84,33.39,4.12
200,8.89,33.773,2.37
201,8.88,33.78,2.34
249,8.64,34,1.7
250,8.63,34.006,1.7
298,8.03,34.25,1.77
300,8.01,34.247,1.76
400,7.11,34.093,1.12
402,7.09,34.09,1.1
500,6.11,34.137,0.71
502,6.09,34.14,0.7
600,5.45,34.282,0.42
607,5.41,34.29,0.41
700,4.87,34.224,0.34
707,4.83,34.22,0.34
800,4.54,34.316,0.34
812,4.51,34.33,0.34
900,4.26,34.285,0.4
1000,3.99,34.236,0.51
1012,3.96,34.23,0.53
1100,3.72,34.311,0.64
1200,3.46,34.404,0.76
1217,3.41,34.42,0.78
0,15.01,33.19,5.25
10,14.99,33.31,5.37
20,15.01,33.264,5.33
25,15.03,33.22,5.28
30,15.03,33.22,5.23
50,15.03,33.22,5.07
75,15.05,33.3,5.18
100,11.57,33.13,5
125,10.58,33.378,4.75
150,9.6,33.485,4.33
155,9.4,33.49,4.23
200,8.83,33.728,2.71
205,8.8,33.75,2.57
250,8.13,33.919,2.8
254,8.07,33.93,2.84
300,7.33,33.997,2.31
303,7.28,34,2.26
400,6.33,34.087,1.23
407,6.28,34.09,1.17
